,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
4219,ham,U free on sat rite  U wan  watch infernal affairs wif me n darren n mayb xy ,,,,u free sat rite u wan watch infernal affairs wif n darren n mayb xy,positive
4220,ham,Plz note  if anyone calling from a mobile Co   amp  asks u to type    lt  gt   or    lt  gt    Do not do so  Disconnect the call coz it iz an attempt of  terrorist  to make use of the sim card no  Itz confirmd by nokia n motorola n has been verified by CNN IBN ,,,,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,negative
4221,ham,Yo you around  A friend of mine s lookin to pick up later tonight,,,,yo around friend mine lookin pick later tonight,positive
4222,ham,Stupid auto correct on my phone,,,,stupid auto correct phone,negative
4223,ham,Double eviction this week   Spiral and Michael and good riddance to them ,,,,double eviction week spiral michael good riddance,negative
4224,ham,\The world suffers a lot  Not because of the violence of bad people  But because of the silence of good people \ ," Gud night....""",,,\the world suffers lot violence bad people silence good people \,negative
4225,ham,Ok thats cool  Its   just off either raglan rd or edward rd  Behind the cricket ground  Gimme ring when ur closeby see you tuesday ,,,,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday,positive
4226,ham,Buy one egg for me da please  ,,,,buy one egg da please,positive
4227,ham,Have you started in skye,,,,started skye,positive
4228,ham,Have you bookedthe hut  And also your time off  How are you by the way ,,,,bookedthe hut also time way,positive
4229,ham,And several to you sir ,,,,several sir,positive
4230,ham,U really pig leh sleep so much  My dad wake me up at  smth  eat lunch today ,,,,u really pig leh sleep much dad wake smth eat lunch today,positive
4231,ham,I m at home  Please call,,,,home please call,positive
4232,ham,My love   I hope your not doing anything drastic  Don t you dare sell your pc or your phone  ,,,,love hope anything drastic dare sell pc phone,positive
4233,ham,Now only i reached home      I am very tired now    I will come tomorro,,,,reached home tired come tomorro,negative
4234,spam,FREEMSG  Our records indicate you may be entitled to  pounds for the Accident you had  To claim for free reply with YES to this msg  To opt out text STOP,,,,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop,positive
4235,spam,U can WIN å£ of Music Gift Vouchers every week starting NOW Txt the word DRAW to  TsCs www Idew com SkillGame  Winaweek  age  ppermessSubscription,,,,u win å£ music gift vouchers every week starting txt word draw tscs www idew com skillgame winaweek age ppermesssubscription,positive
4236,ham,Life style garments account no please ,,,,life style garments account please,positive
4237,ham,Lol wtf random  Btw is that your lunch break,,,,lol wtf random btw lunch break,negative
4238,ham,Sez  hows u   de arab boy  Hope u r all good give my love  evry love ya eshxxxxxxxxxxx,,,,sez hows u de arab boy hope u r good give love evry love ya eshxxxxxxxxxxx,positive
4239,ham,The LAY MAN  Just to let you know you are missed and thought off  Do have a great day  And if you can send me bimbo and ugo s numbers  ill appreciate  Safe,,,,lay man let know missed thought great day send bimbo ugo numbers ill appreciate safe,positive
4240,ham,Detroit  The home of snow  Enjoy it ,,,,detroit home snow enjoy,positive
4241,spam,Show ur colours  Euro     Offer  Get an England Flag   Lions tone on ur phone  Click on the following service message for info ,,,,show ur colours euro offer get england flag lions tone ur phone click following service message info,positive
4242,ham,Okie ,,,,okie,positive
4243,ham,Aight  I m chillin in a friend s room so text me when you re on the way,,,,aight chillin friend room text way,positive
4244,ham,Is toshiba portege m gd ,,,,toshiba portege gd,positive
4245,ham,Well welp is sort of a semiobscure internet thing,,,,well welp sort semiobscure internet thing,positive
4246,spam,Text PASS to  to collect your polyphonic ringtones  Normal gprs charges apply only  Enjoy your tones,,,,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones,positive
4247,spam,accordingly  I repeat  just text the word ok on your mobile phone and send,,,,accordingly repeat text word ok mobile phone send,positive
4248,ham,Loosu go to hospital  De dont let it careless ,,,,loosu go hospital de dont let careless,positive
4249,ham,How much for an eighth ,,,,much eighth,positive
4250,ham,Omg Joanna is freaking me out  She s looked thru all my friends to find photos of me  And then she s asking about stuff on my MySpace which I haven t even logged on in like a year    ,,,,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year,positive
4251,ham,Send ur birthdate with month and year  I will tel u ur LIFE PARTNER S name  and the method of calculation  Reply must ,,,,send ur birthdate month year tel u ur life partner name method calculation reply must,positive
4252,ham,Juz now havent woke up so a bit blur blur  Can  Dad went out liao  I cant cum now oso ,,,,juz havent woke bit blur blur dad went liao cant cum oso,positive
4253,ham,How about clothes  jewelry  and trips ,,,,clothes jewelry trips,positive
4254,spam,Block Breaker now comes in deluxe format with new features and great graphics from T Mobile  Buy for just å£ by replying GET BBDELUXE and take the challenge,,,,block breaker comes deluxe format new features great graphics mobile buy å£ replying get bbdeluxe take challenge,positive
4255,ham,Aah  A cuddle would be lush  I d need lots of tea and soup before any kind of fumbling ,,,,aah cuddle would lush need lots tea soup kind fumbling,positive
4256,spam,important information  orange user   today is your lucky day find out why log onto http  www urawinner com THERE S A FANTASTIC SURPRISE AWAITING YOU ,,,,important information orange user today lucky day find log onto http www urawinner com fantastic surprise awaiting,positive
4257,ham,I am late  I will be there at,,,,late,positive
4258,ham,Sad story of a Man   Last week was my b day  My Wife did nt wish me  My Parents forgot n so did my Kids   I went to work  Even my Colleagues did not wish ,,,,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish,positive
4259,ham,Are you plans with your family set in stone  ,,,,plans family set stone,positive
4260,ham,Pls dont forget to study,,,,pls dont forget study,positive
4261,ham,You ll never believe this but i have actually got off at taunton  Wow,,,,never believe actually got taunton wow,positive
4262,ham,Den only weekdays got special price  Haiz  Cant eat liao  Cut nails oso muz wait until i finish drivin wat  lunch still muz eat wat  ,,,,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat,positive
4263,ham,She just broke down a list of reasons why nobody s in town and I can t tell if she s being sarcastic or just faggy,,,,broke list reasons nobody town tell sarcastic faggy,negative
4264,ham,  lt DECIMAL gt  m but its not a common car here so its better to buy from china or asia  Or if i find it less expensive  I ll holla,,,,lt decimal gt common car better buy china asia find less expensive holla,positive
4265,ham,The greatest test of courage on earth is to bear defeat without losing heart gn tc,,,,greatest test courage earth bear defeat without losing heart gn tc,positive
4266,ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT  GOT UP  WORK AT ,,,,sorry im stil fucked last nite went tobed got work,negative
4267,ham,Hey so whats the plan this sat  ,,,,hey whats plan sat,positive
4268,ham,Beauty sleep can help ur pimples too ,,,,beauty sleep help ur pimples,positive
4269,ham,Great  Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,,,,great hope using connections mode men also cos never know old friends lead today,positive
4270,spam,Natalja   F  is inviting you to be her friend  Reply YES  or NO  See her  www SMS ac u nat STOP  Send STOP FRND to ,,,,natalja f inviting friend reply yes see www sms ac u nat stop send stop frnd,positive
4271,ham,Where to get those ,,,,get,positive
4272,ham,Kind of  Just missed train cos of asthma attack  nxt one in half hr so driving in  not sure where to park ,,,,kind missed train cos asthma attack nxt one half hr driving sure park,positive
4273,ham,Ball is moving a lot will spin in last   so very difficult to bat  ,,,,ball moving lot spin last difficult bat,negative
4274,ham,Haiyoh  Maybe your hamster was jealous of million,,,,haiyoh maybe hamster jealous million,negative
4275,ham,Can you please send me my aunty s number,,,,please send aunty number,positive
4276,ham,I m glad  You are following your dreams ,,,,glad following dreams,positive
4277,ham,I ve reached home finally ,,,,reached home finally,positive
4278,spam,URGENT  Important information for  user  Today is your lucky day   find out why   log onto http  www urawinner com there is a fantastic surprise awaiting you  ,,,,urgent important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,positive
4279,spam,WINNER  As a valued network customer you have been selected to receivea å£ prize reward  To claim call   Claim code KL  Valid  hours only ,,,,winner valued network customer selected receivea å£ prize reward claim call claim code kl valid hours,positive
4280,ham,Wn u r hurt by d prsn who s close  u  do fight wit dem  Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation  Gud eveB ,,,,wn u r hurt prsn close u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb,negative
4281,ham,U can call now ,,,,u call,positive
4282,ham,Science tells that chocolate will melt under the sunlight  Please don t walk under the sunlight  BCoz I don t want to loss a sweet friend ,,,,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend,positive
4283,ham,Yes  I come to nyc for audiitions and am trying to relocate ,,,,yes come nyc audiitions trying relocate,positive
